"sound.files","selec","start","end","bottom.freq","top.freq","sound.id","marker","row","transect","distance","habitat.type","reference","blur.ratio","spectrum.blur.ratio","excess.attenuation","envelope.correlation","spectrum.correlation","signal.to.noise.ratio","tail.to.noise.ratio","tail.to.signal.ratio","cross.correlation"
"ZOOM0002_Tr2.WAV_27",1,0.1,0.30002267573696,4.933,6.011,"0.2_BB_am_no.harm.wav_26-27","start_marker",2913,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_27-1",0.116198683895337,0.144373275146649,28.5651867985806,0.82104757296559,0.972881076329168,1.99058241508661,-0.447755791458892,-2.73409599687728,0.715519649107808
"ZOOM0002_Tr2.WAV_28",1,0.1,0.30002267573696,9.013,10.015,"0.2_BB_am_no.harm.wav_27-28","start_marker",2914,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_28-1",0.0835851431434014,0.0978495818913251,18.3126476509035,0.836681790488589,0.958447223384935,9.40118876013548,6.31972422245095,-4.60936099857792,0.796533746247153
"ZOOM0002_Tr2.WAV_29",1,0.1,0.300022675736953,3.624,4.12,"0.2_BB_am_no.harm.wav_28-29","start_marker",2915,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_29-1",0.155258706043522,0.158691147509087,20.8638821291045,0.729104163895241,0.918300492817031,5.8819219878076,-1.71973216365217,-8.45091002273537,0.721567966655384
"ZOOM0002_Tr2.WAV_30",1,0.1,0.30002267573696,5.027,5.695,"0.2_BB_am_no.harm.wav_29-30","start_marker",2916,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_30-1",0.0829286225864883,0.140010098208227,22.6473074784061,0.905860048962656,0.959591063746362,8.14151846205529,3.89538769138431,-5.47019308372608,0.767283310839386
"ZOOM0002_Tr2.WAV_31",1,0.1,0.30002267573696,4.788,5.593,"0.2_BB_am_no.harm.wav_30-31","start_marker",2917,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_31-1",0.0944940825490051,0.128702779342214,26.043455453892,0.893381371144899,0.998588952304265,4.90889474318745,6.15553672013492,0.299624413657019,0.718795921342699
"ZOOM0002_Tr2.WAV_32",1,0.1,0.300022675736967,8.076,9.5,"0.2_BB_am_no.harm.wav_31-32","start_marker",2918,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_32-1",0.0658145928839409,0.0660574805227256,19.8213223025654,0.917690965196073,0.883358729981987,20.2567897860577,7.71320551657001,-15.5713386638858,0.783970471527662
"ZOOM0002_Tr2.WAV_33",1,0.1,0.300022675737003,3.158,4.333,"0.2_BB_am_no.harm.wav_32-33","start_marker",2919,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_33-1",0.0976329368184445,0.138677788104127,21.3824951832175,0.871514235587453,0.950356496722724,5.63836709827724,0.113873415844022,-6.33062181852593,0.52106835873199
"ZOOM0002_Tr2.WAV_34",1,0.1,0.300022675736903,5.941,7.32,"0.2_BB_am_no.harm.wav_33-34","start_marker",2920,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_34-1",0.206211885793833,0.123618785034884,20.0947002753709,0.576892687972275,0.570592992027276,3.59446316749276,2.37968945671016,-1.81211381824537,0.566633335062612
"ZOOM0002_Tr2.WAV_35",1,0.1,0.300022675737003,6.838,7.5,"0.2_BB_am_no.harm.wav_34-35","start_marker",2921,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_35-1",0.113152972136731,0.121001877040988,20.2494507108967,0.783099484428216,0.987077214897655,0.672157116470492,-4.29869373187472,-5.1438581513196,0.824704108440306
"ZOOM0002_Tr2.WAV_36",1,0.1,0.300022675737003,2.66,3.141,"0.2_BB_am_no.harm.wav_35-36","start_marker",2922,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_36-1",0.160457581992764,0.254228615216988,21.2879692237279,0.689753717531144,0.981684620320805,13.8181648440087,6.71042099649246,-9.19175331365824,0.724350134236317
"ZOOM0002_Tr2.WAV_37",1,0.1,0.300022675736903,1,2.164,"0.2_BB_am_no.harm.wav_36-37","start_marker",2923,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_37-1",0.0871633306885741,0.0829940931678859,24.3305368772577,0.907389858293673,0.945172561348263,1.55184780036913,-6.46071269964739,-8.14532347487097,0.71768216165218
"ZOOM0002_Tr2.WAV_38",1,0.1,0.300022675737003,2.077,2.5,"0.2_BB_am_no.harm.wav_37-38","start_marker",2924,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_38-1",0.175946584274881,0.185355615067738,19.6665104003845,0.404890112002543,0.997433468677954,5.44265855967958,0.814437770818704,-5.58960583701496,0.59859370731868
"ZOOM0002_Tr2.WAV_39",1,0.1,0.300022675736896,6.752,7.606,"0.2_BB_am_no.harm.wav_38-39","start_marker",2925,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_39-1",0.149141138304636,0.140588224214315,20.5825018826823,0.757267142927511,0.992674763958195,5.70782702322366,3.5422624916716,-2.9540876782947,0.724906014688281
"ZOOM0002_Tr2.WAV_40",1,0.1,0.300022675736996,0.5,1.555,"0.2_BB_am_no.harm.wav_39-40","start_marker",2926,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_40-1",0.0639875397945606,0.090999768777331,25.9126752178584,0.923444628108477,0.99570116300007,9.70657115211443,6.35991945183787,-5.37243624609188,0.802970899327454
"ZOOM0002_Tr2.WAV_41",1,0.1,0.300022675736996,4.209,4.815,"0.2_BB_am_no.harm.wav_40-41","start_marker",2927,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_41-1",0.110106499592237,0.226121959751009,25.3438130101003,0.91268481792897,0.708318247962609,1.61311053451495,-2.71089161713506,-4.4188617505662,0.728655399444421
"ZOOM0002_Tr2.WAV_42",1,0.1,0.300022675736896,5.764,6.869,"0.2_BB_am_no.harm.wav_41-42","start_marker",2928,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_42-1",0.159494663048856,0.193073994099823,24.7556921951462,0.695244224173522,0.93356555650715,0.612692150812694,-3.35583579601675,-4.04936103276607,0.58922242896337
"ZOOM0002_Tr2.WAV_43",1,0.1,0.300022675736996,7.989,9.542,"0.2_BB_am_no.harm.wav_42-43","start_marker",2929,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_43-1",0.0944897026560126,0.115720468068612,21.0518019323529,0.835773172478053,0.976401829891047,1.45720706931708,-10.0954151019317,-11.9126192139275,0.79301742236875
"ZOOM0002_Tr2.WAV_44",1,0.1,0.300022675736896,5.973,6.905,"0.2_BB_am_no.harm.wav_43-44","start_marker",2930,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_44-1",0.188433287288722,0.194314376799357,25.6057292751261,0.632350185311705,0.795292581243818,2.33290249077563,-3.75961752167433,-6.46311548375244,0.559058491093067
"ZOOM0002_Tr2.WAV_45",1,0.1,0.300022675736996,3.013,3.733,"0.2_BB_am_no.harm.wav_44-45","start_marker",2931,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_45-1",0.130023717145471,0.139625961850642,24.5438511200636,0.841629494033653,0.963677808115059,13.2786663315036,4.65000345644365,-10.618483065004,0.746563758600229
"ZOOM0002_Tr2.WAV_46",1,0.1,0.300022675736996,9.733,10.857,"0.2_BB_am_no.harm.wav_45-46","start_marker",2932,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_46-1",0.129315068538444,0.119245832798918,19.2961376027012,0.8951847878135,0.930481493389403,15.8227392269886,3.64280183211354,-14.6115873642954,0.723574764097817
"ZOOM0002_Tr2.WAV_47",1,0.1,0.300022675736896,8.284,9.321,"0.2_BB_am_no.harm.wav_46-47","start_marker",2933,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_47-1",0.0631343699407247,0.0786594210567883,17.7161090023591,0.927190865163446,0.981784270048884,21.3500662944811,9.27996829952528,-15.2835501777828,0.801902589407465
"ZOOM0002_Tr2.WAV_48",1,0.1,0.300022675736996,8,8.539,"0.2_BB_am_no.harm.wav_47-48","start_marker",2934,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_48-1",0.0545667168240361,0.0453285646351335,19.678176419128,0.970259483073545,0.999280395722895,8.07135029632692,2.5988710829471,-6.86847335708157,0.8925282768218
"ZOOM0002_Tr2.WAV_49",1,0.1,0.300022675736996,2.366,3.388,"0.2_BB_am_no.harm.wav_48-49","start_marker",2935,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_49-1",0.118646041283662,0.192864151959358,20.9588606027088,0.818779546531398,0.153671786125511,13.6763073566059,7.02267612116508,-8.71784612789956,0.657301124024576
"ZOOM0002_Tr2.WAV_50",1,0.1,0.300022675737003,1.048,2.28,"0.2_BB_am_no.harm.wav_49-50","start_marker",2936,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_50-1",0.100634804192189,0.0583706289279989,22.2521249795054,0.909062950221562,0.998993860811301,13.3270660221543,4.27143286900654,-11.3972717818809,0.807508178250445
"ZOOM0002_Tr2.WAV_51",1,0.1,0.300022675737003,7.427,8.24,"0.2_BB_am_no.harm.wav_50-51","start_marker",2937,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_51-1",0.0876339901453808,0.0772380056719133,16.6352414901986,0.898342027345805,0.960852995137359,16.5976299372234,9.58978763181034,-9.52536807212678,0.803842338775725
"ZOOM0002_Tr2.WAV_52",1,0.1,0.300022675736903,1.396,2.385,"0.2_BB_am_no.harm.wav_51-52","start_marker",2938,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_52-1",0.0965555761482511,0.149542658187125,24.1192272622777,0.884076475922918,0.993598177142398,15.2711709599419,7.48438391189338,-10.0731754464134,0.87471956149931
"ZOOM0002_Tr2.WAV_53",1,0.1,0.300022675737003,3.882,5.129,"0.2_BB_am_no.harm.wav_52-53","start_marker",2939,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_53-1",0.0724868619978914,0.124580568004463,24.4710644190429,0.941347050040305,0.990744266467645,14.3168344646196,7.88061969832597,-8.59599227047555,0.769782932212671
"ZOOM0002_Tr2.WAV_54",1,0.1,0.300022675737003,8.618,9.923,"0.2_BB_am_no.harm.wav_53-54","start_marker",2940,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_54-1",0.060046752528724,0.117245293202723,18.5630420562632,0.905890967517347,0.995602150886597,18.7496787192804,9.60161651907448,-11.9433876951331,0.83639927171619
"ZOOM0002_Tr2.WAV_55",1,0.1,0.300022675736903,3.511,4.562,"0.2_BB_am_no.harm.wav_54-55","start_marker",2941,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_55-1",0.138852373552154,0.136158765142272,23.8403563986433,0.836982782865225,0.97389342265352,3.9141994344084,1.74747895701293,-2.80668929396385,0.627501435820688
"ZOOM0002_Tr2.WAV_56",1,0.1,0.300022675737003,4.983,6.01,"0.2_BB_am_no.harm.wav_55-56","start_marker",2942,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_56-1",0.124462015713034,0.19590558769113,29.7640979257461,0.819958925549409,0.886439877548293,-0.315594934636892,-1.14475706449084,-0.621181723765384,0.644965549930904
"ZOOM0002_Tr2.WAV_57",1,0.1,0.300022675736896,1.168,2.06,"0.2_BB_am_no.harm.wav_56-57","start_marker",2943,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_57-1",0.0844889241834671,0.117581412383517,23.3653218554675,0.912021978780736,0.995203679836463,15.5397611198079,3.34048948840938,-14.6811760188992,0.808873656768968
"ZOOM0002_Tr2.WAV_58",1,0.1,0.300022675736996,5.895,6.947,"0.2_BB_am_no.harm.wav_57-58","start_marker",2944,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_58-1",0.16722588551402,0.177514905461897,23.159369316291,0.754369022249441,0.703347105340055,0.122135247283873,-4.3185273524504,-4.51568888049665,0.630940504447977
"ZOOM0002_Tr2.WAV_59",1,0.1,0.300022675736996,1.38,2.136,"0.2_BB_am_no.harm.wav_58-59","start_marker",2945,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_59-1",0.0946691245679314,0.0545599963759375,24.2469716088856,0.930743832555509,0.974982121199496,8.95581139661011,-4.73599362071591,-15.304551929141,0.799584431488506
"ZOOM0002_Tr2.WAV_60",1,0.1,0.300022675736896,7.021,8.197,"0.2_BB_am_no.harm.wav_59-60","start_marker",2946,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_60-1",0.121261298380316,0.0907127187115273,17.7983894175114,0.792689782898236,0.941362905522835,17.5951948393676,10.9271536891415,-9.33348700519996,0.76690049689009
"ZOOM0002_Tr2.WAV_61",1,0.1,0.300022675736996,3.466,4.218,"0.2_BB_am_no.harm.wav_60-61","start_marker",2947,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_61-1",0.150343507023303,0.193266003166686,24.7485878267674,0.806800171136144,0.957320415628789,12.6850560519629,7.87211655519711,-6.72908534472245,0.737394928450513
"ZOOM0002_Tr2.WAV_62",1,0.1,0.300022675736896,8.3,8.7,"0.2_pure.tone_am_no.harm.wav_1-62","start_marker",2948,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_62-1",0.0474976505920784,0.315560898788656,19.8356591710886,0.946346942475617,0.954147167387715,14.6502664003665,4.1520018141054,-12.7204984616595,0.976056779683927
"ZOOM0002_Tr2.WAV_63",1,0.1,0.300022675736996,3.3,3.7,"0.2_pure.tone_am_no.harm.wav_2-63","start_marker",2949,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_63-1",0.086965407656469,0.661149060690244,24.7878687776755,0.892667545731114,0.683736564952679,12.4016001782107,7.98562858410088,-6.298620689255,0.90861185196444
"ZOOM0002_Tr2.WAV_64",1,0.1,0.300022675736996,0.8,1.2,"0.2_pure.tone_am_no.harm.wav_3-64","start_marker",2950,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_64-1",0.0954006619812041,0.0507874288923611,22.0887942851861,0.876648524339102,-0.0275338817817838,8.06868621381609,6.18930989466385,-2.34029801641147,0.948007199840107
"ZOOM0002_Tr2.WAV_65",1,0.1,0.300022675736903,6.8,7.2,"0.2_pure.tone_am_no.harm.wav_4-65","start_marker",2951,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_65-1",0.11532463701981,0.0629237585440167,18.0105737621342,0.819496862102594,0.960449887361882,3.31580123259647,0.66342876571224,-3.30667744781914,0.953485930540663
"ZOOM0002_Tr2.WAV_66",1,0.1,0.300022675737003,8.8,9.2,"0.2_pure.tone_am_no.harm.wav_5-66","start_marker",2952,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_66-1",0.0543592367226334,0.141061300473164,18.6573919634112,0.911048178291389,0.994161750810039,6.9376359103934,-3.73528926179812,-12.2173624954094,0.976475858879774
"ZOOM0002_Tr2.WAV_67",1,0.1,0.300022675737003,4.3,4.7,"0.2_pure.tone_am_no.harm.wav_6-67","start_marker",2953,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_67-1",0.0433971167238899,0.644923935656986,25.7688350734851,0.972362852745598,-0.416210239805821,4.89615297514388,-2.30564997796292,-7.9525420876912,0.897748166633298
"ZOOM0002_Tr2.WAV_68",1,0.1,0.300022675736903,2.3,2.7,"0.2_pure.tone_am_no.harm.wav_7-68","start_marker",2954,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_68-1",0.172665504046127,0.665602363021507,16.6987669683094,0.408798941230759,0.601110208733861,4.81927974115058,6.07663435078868,0.432637023267802,0.908337993574767
"ZOOM0002_Tr2.WAV_69",1,0.1,0.300022675737003,9.3,9.7,"0.2_pure.tone_am_no.harm.wav_8-69","start_marker",2955,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_69-1",0.119849021337986,0.71544693946729,13.776230726309,0.641253152287907,0.7513894813697,10.6260815747968,7.16948673210894,-5.075983492376,0.9116878099257
"ZOOM0002_Tr2.WAV_70",1,0.1,0.300022675736903,2.3,2.7,"0.2_pure.tone_am_no.harm.wav_9-70","start_marker",2956,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_70-1",0.174505939424438,0.620696972832803,17.5588805824839,0.321172641269767,0.730534828917292,-2.89648462550103,-4.71607930399748,-1.53603476776087,0.918641566507525
"ZOOM0002_Tr2.WAV_71",1,0.1,0.300022675737003,5.8,6.2,"0.2_pure.tone_am_no.harm.wav_10-71","start_marker",2957,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_71-1",0.0883672131477678,0.0727301726823957,26.073140656498,0.892818996239592,0.867573067729493,13.2750924256026,8.61411386585139,-6.72631575902414,0.961572481311934
"ZOOM0002_Tr2.WAV_72",1,0.1,0.300022675737003,1.3,1.7,"0.2_pure.tone_am_no.harm.wav_11-72","start_marker",2958,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_72-1",0.16110284833321,0.555757286493185,23.2362732089029,0.638469643866279,0.920376458303232,6.20823655890551,1.76745724744476,-5.27931119781238,0.836032784727113
"ZOOM0002_Tr2.WAV_73",1,0.1,0.300022675736903,9.8,10.2,"0.2_pure.tone_am_no.harm.wav_12-73","start_marker",2959,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_73-1",0.0345450270611487,0.150900853480029,17.4324276836467,0.956520624806969,-0.0312125322340771,13.2438453220162,5.20818730657026,-10.0379832644317,0.969080582973567
"ZOOM0002_Tr2.WAV_74",1,0.1,0.300022675737003,7.8,8.2,"0.2_pure.tone_am_no.harm.wav_13-74","start_marker",2960,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_74-1",0.0377230018184898,0.0457245031473097,20.3173910050631,0.976117093406604,0.950952155187965,12.8673003142665,3.13312732606793,-11.72351440478,0.979498929368009
"ZOOM0002_Tr2.WAV_75",1,0.1,0.300022675736903,0.3,0.7,"0.2_pure.tone_am_no.harm.wav_14-75","start_marker",2961,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_75-1",0.126106473538575,0.362632120101077,19.6721508031458,0.828787921421469,-0.636245361305476,3.98155603626082,-3.03078954059797,-8.66882973336977,0.866917526841407
"ZOOM0002_Tr2.WAV_76",1,0.1,0.300022675737003,5.3,5.7,"0.2_pure.tone_am_no.harm.wav_15-76","start_marker",2962,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_76-1",0.0628873072287232,0.376589071977365,25.7802307062787,0.925834186303376,0.706316558633036,5.87115954642775,-0.626894042152317,-7.42614329309823,0.937815024193126
"ZOOM0002_Tr2.WAV_77",1,0.1,0.300022675737003,9.8,10.2,"0.2_pure.tone_am_no.harm.wav_16-77","start_marker",2963,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_77-1",0.0316945645646025,0.0950559157581313,16.2118792449898,0.960912009610133,0.156496705410447,11.6454105607097,-0.818505237429087,-14.2071515201729,0.97111933666149
"ZOOM0002_Tr2.WAV_78",1,0.1,0.300022675736903,1.3,1.7,"0.2_pure.tone_am_no.harm.wav_17-78","start_marker",2964,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_78-1",0.176493370626992,0.649904986581636,24.129754551285,0.569077381986571,0.880858410485184,5.57899084261286,1.81090235292034,-5.16086357200199,0.797657394015404
"ZOOM0002_Tr2.WAV_79",1,0.1,0.300022675737003,0.8,1.2,"0.2_pure.tone_am_no.harm.wav_18-79","start_marker",2965,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_79-1",0.0936425418969193,0.057012762251509,26.7581140570966,0.881463562842076,-0.22443472168649,11.4738118776832,11.2711477124898,-1.17699797344152,0.95178217156682
"ZOOM0002_Tr2.WAV_80",1,0.1,0.300022675737003,5.8,6.2,"0.2_pure.tone_am_no.harm.wav_19-80","start_marker",2966,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_80-1",0.079757814828587,0.113614591906253,23.9343678587708,0.911981613207638,0.94793934308606,9.75343878488042,8.18544554679735,-3.0090200096723,0.963374212903096
"ZOOM0002_Tr2.WAV_81",1,0.1,0.300022675736903,4.8,5.2,"0.2_pure.tone_am_no.harm.wav_20-81","start_marker",2967,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_81-1",0.0843092021345639,0.45842863153202,27.3854540794887,0.841273409403815,0.833073975776056,2.14785715211182,1.07176998128206,-1.46102741582047,0.755785466886856
"ZOOM0002_Tr2.WAV_82",1,0.1,0.300022675737003,2.8,3.2,"0.2_pure.tone_am_no.harm.wav_21-82","start_marker",2968,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_82-1",0.169342856882332,0.367238105252478,18.4688329165221,0.516666784276608,0.652849458095678,5.81908491283064,4.11553374761827,-2.43156488983808,0.628595514655443
"ZOOM0002_Tr2.WAV_83",1,0.1,0.300022675736903,0.3,0.7,"0.2_pure.tone_am_no.harm.wav_22-83","start_marker",2969,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_83-1",0.124884460743575,0.402157874448988,19.5996377256693,0.828914406106464,-0.68408511260684,1.37432675369158,-6.11505019249775,-7.23824086462884,0.860081244836946
"ZOOM0002_Tr2.WAV_84",1,0.1,0.300022675737003,7.3,7.7,"0.2_pure.tone_am_no.harm.wav_23-84","start_marker",2970,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_84-1",0.0609144408372017,0.362225941855342,22.7081848153493,0.957937299704975,-0.287338643851092,9.49838186821957,1.30146721051255,-9.58680909580653,0.979298611346774
"ZOOM0002_Tr2.WAV_85",1,0.1,0.300022675737003,4.8,5.2,"0.2_pure.tone_am_no.harm.wav_24-85","start_marker",2971,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_85-1",0.0664856713380176,0.317627314856247,23.7545452919052,0.924296614566504,0.869297003336126,1.42817907781404,-2.88322374218283,-4.63195630045621,0.887809921872355
"ZOOM0002_Tr2.WAV_86",1,0.1,0.300022675736903,8.3,8.7,"0.2_pure.tone_am_no.harm.wav_25-86","start_marker",2972,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_86-1",0.0429632286976121,0.313711470765563,22.3159668336776,0.967974020363284,0.987141286282643,16.3505768302544,5.15248068681548,-13.7005980315418,0.986383566271816
"ZOOM0002_Tr2.WAV_87",1,0.1,0.300022675737003,5.3,5.7,"0.2_pure.tone_am_no.harm.wav_26-87","start_marker",2973,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_87-1",0.0388257942277214,0.501424919971422,25.6127776922225,0.974638981733929,0.948371574512599,11.9676544918062,8.22221109667191,-5.42392992066207,0.96227210174267
"ZOOM0002_Tr2.WAV_88",1,0.1,0.300022675736903,9.3,9.7,"0.2_pure.tone_am_no.harm.wav_27-88","start_marker",2974,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_88-1",0.0888662813527548,0.686971553082322,15.2115505684014,0.755508319361686,0.569069069087608,11.7212166269249,5.97560029421153,-7.51028126903067,0.935274006171311
"ZOOM0002_Tr2.WAV_89",1,0.1,0.300022675737003,3.8,4.2,"0.2_pure.tone_am_no.harm.wav_28-89","start_marker",2975,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_89-1",0.0627820964310068,0.405361843150744,26.2174545505795,0.945092557760248,0.944502017654817,3.4976409285442,0.269923725388515,-3.80748993737153,0.822165040923876
"ZOOM0002_Tr2.WAV_90",1,0.1,0.300022675736996,5.3,5.7,"0.2_pure.tone_am_no.harm.wav_29-90","start_marker",2976,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_90-1",0.0313712080468742,0.521145245857024,25.7489614650855,0.980270951339527,0.912310376852865,5.6419598712164,-0.97953775374672,-7.37446966490333,0.944176744292524
"ZOOM0002_Tr2.WAV_91",1,0.1,0.300022675736896,4.8,5.2,"0.2_pure.tone_am_no.harm.wav_30-91","start_marker",2977,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_91-1",0.0737606997955082,0.492597803944873,24.6039227204703,0.899272208557753,0.727018775781252,-1.27690175497043,-6.79987972332986,-5.32568405751519,0.646988779537028
"ZOOM0002_Tr2.WAV_92",1,0.1,0.300022675736996,9.3,9.7,"0.2_pure.tone_am_no.harm.wav_31-92","start_marker",2978,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_92-1",0.0687599686430774,0.59343048722065,17.3202326721741,0.820103285677094,0.0431992766360857,12.7206457718337,5.88501955266279,-8.76132503255919,0.953772428251227
"ZOOM0002_Tr2.WAV_93",1,0.1,0.300022675736996,3.3,3.7,"0.2_pure.tone_am_no.harm.wav_32-93","start_marker",2979,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_93-1",0.0794476812422731,0.681959884619033,26.4440658796676,0.917984612182748,0.988189790722599,18.7624167173396,11.2466071267925,-10.3403130273874,0.928678956815053
"ZOOM0002_Tr2.WAV_94",1,0.1,0.300022675736896,6.8,7.2,"0.2_pure.tone_am_no.harm.wav_33-94","start_marker",2980,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_94-1",0.12018803144133,0.057003056142075,17.9923963820344,0.785278283736404,0.958609156095108,6.38413650466779,3.09956083492338,-4.11989015332686,0.948213856756678
"ZOOM0002_Tr2.WAV_95",1,0.1,0.300022675736996,7.3,7.7,"0.2_pure.tone_am_no.harm.wav_34-95","start_marker",2981,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_95-1",0.0764414762145624,0.4402656695342,23.1344024037991,0.926097514382263,0.580072378265387,6.0674987389502,-0.543663821132084,-7.59836333845841,0.970677056512747
"ZOOM0002_Tr2.WAV_96",1,0.1,0.300022675736896,2.8,3.2,"0.2_pure.tone_am_no.harm.wav_35-96","start_marker",2982,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_96-1",0.102609197029103,0.124409851193332,19.7340243126124,0.809383974828521,0.511595062317546,11.6947115996723,8.51792388877509,-4.94748460426102,0.933655442117722
"ZOOM0002_Tr2.WAV_97",1,0.1,0.300022675736996,0.8,1.2,"0.2_pure.tone_am_no.harm.wav_36-97","start_marker",2983,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_97-1",0.0908805485965499,0.0448610739596391,26.4896561247951,0.891083493716568,0.0870595937997745,13.5434611443779,3.68514372477864,-11.1294921705794,0.954243333919002
"ZOOM0002_Tr2.WAV_98",1,0.1,0.300022675736996,2.3,2.7,"0.2_pure.tone_am_no.harm.wav_37-98","start_marker",2984,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_98-1",0.20644835769667,0.80326564525504,16.6973245658211,0.475013275731275,0.600512014213077,-1.85815598633691,-6.4135672463357,-4.38108263563631,0.902813014094754
"ZOOM0002_Tr2.WAV_99",1,0.1,0.300022675736896,6.8,7.2,"0.2_pure.tone_am_no.harm.wav_38-99","start_marker",2985,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_99-1",0.10426439250555,0.0734392666905124,18.5328118891074,0.850140527328371,0.955759339930188,2.94012161493049,0.0446110086144012,-3.12977973728528,0.953831764949113
"ZOOM0002_Tr2.WAV_100",1,0.1,0.300022675737003,0.3,0.7,"0.2_pure.tone_am_no.harm.wav_39-100","start_marker",2986,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_100-1",0.145736948214083,0.386752572422412,16.8942609337377,0.76089860320861,-0.538407673030713,10.8594031812911,5.12237623760574,-7.84114602001576,0.852441738940873
"ZOOM0002_Tr2.WAV_101",1,0.1,0.300022675736896,4.3,4.7,"0.2_pure.tone_am_no.harm.wav_40-101","start_marker",2987,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_101-1",0.0422927334015976,0.637245877642784,26.1390474273379,0.975391607310308,-0.530190183814121,5.12252710205027,-2.95548014606091,-8.75174256117455,0.904702124582871
"ZOOM0002_Tr2.WAV_102",1,0.1,0.300022675736996,6.3,6.7,"0.2_pure.tone_am_no.harm.wav_41-102","start_marker",2988,"primary-2",30,"primary","ZOOM0013_Tr1.WAV_102-1",0.213116633968421,0.700265314017025,14.2703229644393,0.342336886574141,0.433736680901214,-0.15639755980836,-2.85376425029728,-2.53434847271044,0.770962543475896
